coord,weather,base,main,wind,rain,clouds,dt,sys,timezone,id,name,cod
"{'lon': 128.87, 'lat': 71.64}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 2.79, 'pressure': 1021, 'humidity': 87, 'temp_min': 2.79, 'temp_max': 2.79, 'sea_level': 1021, 'grnd_level': 1004}","{'speed': 7.36, 'deg': 238}",,{'all': 53},1571760327,"{'country': 'RU', 'sunrise': 1571786508, 'sunset': 1571813748}",32400,2015306,Tiksi,200
"{'lon': 111.45, 'lat': 27.23}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 57.92, 'pressure': 1016, 'humidity': 95, 'temp_min': 57.92, 'temp_max': 57.92, 'sea_level': 1016, 'grnd_level': 977}","{'speed': 4.34, 'deg': 20}",{'3h': 4.13},{'all': 100},1571760327,"{'country': 'CN', 'sunrise': 1571783881, 'sunset': 1571824735}",28800,1799462,Shaoyang,200
"{'lon': 32.43, 'lat': 53.86}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 56.62, 'pressure': 1021, 'humidity': 92, 'temp_min': 56.62, 'temp_max': 56.62, 'sea_level': 1021, 'grnd_level': 998}","{'speed': 6.82, 'deg': 205}",,{'all': 98},1571760328,"{'country': 'RU', 'sunrise': 1571718599, 'sunset': 1571755161}",10800,493405,Shumyachi,200
"{'lon': 10.65, 'lat': -3.44}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 79.68, 'pressure': 1008, 'humidity': 81, 'temp_min': 79.68, 'temp_max': 79.68, 'sea_level': 1008, 'grnd_level': 1008}","{'speed': 6.71, 'deg': 200}",{'3h': 1.31},{'all': 100},1571760329,"{'country': 'GA', 'sunrise': 1571720143, 'sunset': 1571764070}",3600,2399001,Mayumba,200
"{'lon': 126.27, 'lat': 58.97}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 24.28, 'pressure': 1026, 'humidity': 96, 'temp_min': 24.28, 'temp_max': 24.28, 'sea_level': 1026, 'grnd_level': 968}","{'speed': 3.24, 'deg': 297}",,{'all': 100},1571760329,"{'country': 'RU', 'sunrise': 1571783339, 'sunset': 1571818165}",32400,2015179,Tommot,200
"{'lon': 147.9, 'lat': 70.62}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 4.12, 'pressure': 1020, 'humidity': 94, 'temp_min': 4.12, 'temp_max': 4.12, 'sea_level': 1020, 'grnd_level': 1019}","{'speed': 8.19, 'deg': 210}",,{'all': 80},1571760330,"{'country': 'RU', 'sunrise': 1571781418, 'sunset': 1571809704}",39600,2126123,Chokurdakh,200
"{'lon': 4.41, 'lat': 9.9}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 87.13, 'pressure': 1005, 'humidity': 59, 'temp_min': 87.13, 'temp_max': 87.13, 'sea_level': 1005, 'grnd_level': 986}","{'speed': 4.68, 'deg': 346}",,{'all': 48},1571760330,"{'country': 'NG', 'sunrise': 1571722262, 'sunset': 1571764946}",3600,2319078,Wawa,200
"{'lon': 150.67, 'lat': -10.62}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 74.32, 'pressure': 1010, 'humidity': 92, 'temp_min': 74.32, 'temp_max': 74.32, 'sea_level': 1010, 'grnd_level': 996}","{'speed': 4.21, 'deg': 109}",{'3h': 3.06},{'all': 100},1571760332,"{'country': 'PG', 'sunrise': 1571772581, 'sunset': 1571817212}",36000,2132606,Samarai,200
"{'lon': 143.56, 'lat': -35.34}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 57.36, 'pressure': 1021, 'humidity': 41, 'temp_min': 57.36, 'temp_max': 57.36, 'sea_level': 1021, 'grnd_level': 1011}","{'speed': 5.14, 'deg': 115}",,{'all': 26},1571760332,"{'country': 'AU', 'sunrise': 1571772821, 'sunset': 1571820384}",39600,2147756,Swan Hill,200
"{'lon': 43.06, 'lat': 36.91}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 68.95, 'pressure': 1014, 'humidity': 45, 'temp_min': 68.95, 'temp_max': 68.95, 'sea_level': 1014, 'grnd_level': 923}","{'speed': 1.16, 'deg': 185}",,{'all': 100},1571760334,"{'country': 'IQ', 'sunrise': 1571714470, 'sunset': 1571754188}",10800,90708,Sandur,200
"{'lon': 114.91, 'lat': 60.71}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 20.12, 'pressure': 1031, 'humidity': 90, 'temp_min': 20.12, 'temp_max': 20.12, 'sea_level': 1031, 'grnd_level': 977}","{'speed': 4.45, 'deg': 232}",,{'all': 100},1571760334,"{'country': 'RU', 'sunrise': 1571786392, 'sunset': 1571820564}",32400,2020838,Lensk,200
"{'lon': 22.64, 'lat': 32.77}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 73.44, 'pressure': 1015, 'humidity': 71, 'temp_min': 73.44, 'temp_max': 73.44, 'sea_level': 1015, 'grnd_level': 1015}","{'speed': 18.1, 'deg': 348}",,{'all': 0},1571760335,"{'country': 'LY', 'sunrise': 1571719099, 'sunset': 1571759359}",7200,87205,Darnah,200
"{'lon': 73.1, 'lat': 52.5}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 30.02, 'pressure': 1026, 'humidity': 64, 'temp_min': 30.02, 'temp_max': 30.02, 'sea_level': 1026, 'grnd_level': 1004}","{'speed': 16.31, 'deg': 223}",,{'all': 100},1571760336,"{'country': 'KZ', 'sunrise': 1571708657, 'sunset': 1571745583}",21600,1525376,Bestobe,200
"{'lon': 8.91, 'lat': 13}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 100.69, 'pressure': 1005, 'humidity': 15, 'temp_min': 100.69, 'temp_max': 100.69, 'sea_level': 1005, 'grnd_level': 960}","{'speed': 10.25, 'deg': 59}",,{'all': 98},1571760336,"{'country': 'NE', 'sunrise': 1571721329, 'sunset': 1571763719}",3600,2441482,Magaria,200
"{'lon': 121.97, 'lat': 53.97}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 24.19, 'pressure': 1025, 'humidity': 88, 'temp_min': 24.19, 'temp_max': 24.19, 'sea_level': 1025, 'grnd_level': 949}","{'speed': 2.53, 'deg': 337}",,{'all': 100},1571760337,"{'country': 'RU', 'sunrise': 1571783611, 'sunset': 1571819957}",32400,2012938,Yerofey Pavlovich,200
"{'lon': 90.3, 'lat': 26.03}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 69.31, 'pressure': 1011, 'humidity': 82, 'temp_min': 69.31, 'temp_max': 69.31, 'sea_level': 1011, 'grnd_level': 999}","{'speed': 3.58, 'deg': 191}",,{'all': 0},1571760337,"{'country': 'IN', 'sunrise': 1571702456, 'sunset': 1571743529}",19800,1265239,Lakhipur,200
"{'lon': -68.87, 'lat': -3.38}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 95.02, 'pressure': 1011, 'humidity': 48, 'temp_min': 95.02, 'temp_max': 95.02, 'sea_level': 1011, 'grnd_level': 1001}","{'speed': 0.78, 'deg': 122}",,{'all': 74},1571760337,"{'country': 'BR', 'sunrise': 1571739228, 'sunset': 1571783151}",-14400,3662252,Sao Paulo de Olivenca,200
"{'lon': 87.28, 'lat': 53.4}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 19.51, 'pressure': 1034, 'humidity': 82, 'temp_min': 19.51, 'temp_max': 19.51, 'sea_level': 1034, 'grnd_level': 982}","{'speed': 2.73, 'deg': 152}",,{'all': 100},1571760339,"{'country': 'RU', 'sunrise': 1571705360, 'sunset': 1571742075}",25200,1504972,Malinovka,200
"{'lon': 117.65, 'lat': 62.16}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 22.15, 'pressure': 1029, 'humidity': 80, 'temp_min': 22.15, 'temp_max': 22.15, 'sea_level': 1029, 'grnd_level': 1009}","{'speed': 4.29, 'deg': 246}",,{'all': 99},1571760340,"{'country': 'RU', 'sunrise': 1571786031, 'sunset': 1571819609}",32400,2015913,Suntar,200
"{'lon': 117.15, 'lat': -20.77}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,"{'temp': 81.84, 'pressure': 1013, 'humidity': 37, 'temp_min': 81.84, 'temp_max': 81.84, 'sea_level': 1013, 'grnd_level': 1003}","{'speed': 9.64, 'deg': 111}",,{'all': 18},1571760341,"{'country': 'AU', 'sunrise': 1571780090, 'sunset': 1571825791}",28800,2062276,Roebourne,200
"{'lon': 135.86, 'lat': -34.72}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 62.15, 'pressure': 1018, 'humidity': 61, 'temp_min': 62.15, 'temp_max': 62.15, 'sea_level': 1018, 'grnd_level': 1012}","{'speed': 8.1, 'deg': 57}",,{'all': 0},1571760342,"{'country': 'AU', 'sunrise': 1571774714, 'sunset': 1571822187}",37800,2063036,Port Lincoln,200
"{'lon': 33.8, 'lat': -3.17}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 83.12, 'pressure': 1005, 'humidity': 36, 'temp_min': 83.12, 'temp_max': 83.12, 'sea_level': 1005, 'grnd_level': 862}","{'speed': 4.34, 'deg': 275}",,{'all': 92},1571760342,"{'country': 'TZ', 'sunrise': 1571714601, 'sunset': 1571758501}",10800,151211,Sola,200
"{'lon': -39.92, 'lat': -2.92}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 92.32, 'pressure': 1011, 'humidity': 39, 'temp_min': 92.32, 'temp_max': 92.32, 'sea_level': 1011, 'grnd_level': 1007}","{'speed': 12.33, 'deg': 53}",,{'all': 70},1571760343,"{'country': 'BR', 'sunrise': 1571732303, 'sunset': 1571776182}",-10800,3393692,Itarema,200
"{'lon': 31.58, 'lat': -16.77}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 94.28, 'pressure': 1003, 'humidity': 14, 'temp_min': 94.28, 'temp_max': 94.28, 'sea_level': 1003, 'grnd_level': 886}","{'speed': 12.88, 'deg': 96}",,{'all': 7},1571760344,"{'country': 'ZW', 'sunrise': 1571714472, 'sunset': 1571759696}",7200,885800,Mount Darwin,200
"{'lon': -46, 'lat': -20.63}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 79.79, 'pressure': 1010, 'humidity': 51, 'temp_min': 79.79, 'temp_max': 79.79, 'sea_level': 1010, 'grnd_level': 915}","{'speed': 5.59, 'deg': 252}",,{'all': 94},1571760345,"{'country': 'BR', 'sunrise': 1571732877, 'sunset': 1571778525}",-10800,3453439,Ponta do Sol,200
"{'lon': 7.07, 'lat': 5.43}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,"{'temp': 80.78, 'pressure': 1006, 'humidity': 84, 'temp_min': 80.78, 'temp_max': 80.78, 'sea_level': 1006, 'grnd_level': 996}","{'speed': 7.02, 'deg': 217}",{'3h': 8.94},{'all': 100},1571760345,"{'country': 'NG', 'sunrise': 1571721414, 'sunset': 1571764517}",3600,2337542,Naze,200
"{'lon': 112.95, 'lat': -2.54}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 75.9, 'pressure': 1009, 'humidity': 87, 'temp_min': 75.9, 'temp_max': 75.9, 'sea_level': 1009, 'grnd_level': 1007}","{'speed': 2.93, 'deg': 170}",,{'all': 74},1571760347,"{'country': 'ID', 'sunrise': 1571695637, 'sunset': 1571739477}",25200,1628884,Sampit,200
"{'lon': -71.34, 'lat': 4.79}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,"{'temp': 84.42, 'pressure': 1011, 'humidity': 70, 'temp_min': 84.42, 'temp_max': 84.42, 'sea_level': 1011, 'grnd_level': 994}","{'speed': 7.96, 'deg': 15}",{'3h': 5},{'all': 81},1571760347,"{'country': 'CO', 'sunrise': 1571740203, 'sunset': 1571783361}",-18000,3673536,Orocue,200
"{'lon': 136.64, 'lat': 50.72}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 31.71, 'pressure': 1017, 'humidity': 61, 'temp_min': 31.71, 'temp_max': 31.71, 'sea_level': 1017, 'grnd_level': 961}","{'speed': 3.74, 'deg': 283}",,{'all': 0},1571760348,"{'country': 'RU', 'sunrise': 1571779685, 'sunset': 1571816841}",36000,2016307,Solnechnyy,200
"{'lon': 129.55, 'lat': -14.25}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 78.53, 'pressure': 1010, 'humidity': 83, 'temp_min': 78.53, 'temp_max': 78.53, 'sea_level': 1010, 'grnd_level': 1009}","{'speed': 8.68, 'deg': 351}",,{'all': 0},1571760348,"{'country': 'AU', 'sunrise': 1571777465, 'sunset': 1571822465}",34200,2063039,Port Keats,200
"{'lon': 92.75, 'lat': 11.67}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 83.52, 'pressure': 1010, 'humidity': 77, 'temp_min': 83.52, 'temp_max': 83.52, 'sea_level': 1010, 'grnd_level': 1010}","{'speed': 9.42, 'deg': 66}",{'3h': 3.94},{'all': 90},1571760254,"{'country': 'IN', 'sunrise': 1571701142, 'sunset': 1571743667}",19800,1259385,Port Blair,200
